DatasetID,LAT,LON,Chemical,State,Watershed,Stream,Date_start,Date_end,Pre-fire: data present,Pre-fire: start date,Pre-fire: end date,Pre-fire: total data points,Pre-fire: data frequency,Post-fire: data present,Post-fire: start date,Post-fire: end date,Post-fire: total data points,Post-fire: data frequency,missing data percentage,reference/links,notes
"Starting from ID1, ID2, ID3…. Each ID represents a same site/watershed/stream/river",,,"If a site has several water chemistry of different lengths of time series, please use one row for each water chemistry (but same ""DatasetID"")",The state where the site is located (2 letter abv.),name or ID of watershed if known,name or ID of stream if known,YYYMMDD (put 15 for DD if unk or composite),YYYMMDD (put 15 for DD if unk or composite),Y or N,YYYMMDD (put 15 for DD if unk or composite),YYYMMDD (put 15 for DD if unk or composite),approximate number of data points each chemical,"if regular sampling, weekly/monthly etc. otherwise, NA",Y or N,YYYMMDD (put 15 for DD if unk or composite),YYYMMDD (put 15 for DD if unk or composite),approximate number of data points each chemical,"if regular sampling, weekly/monthly etc. otherwise, NA",The approximate percent of missing data,,
ID6,34.4752858,-120.14122,TSS,California,,Arroyo Hondo Creek,20001112,20180728,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,75%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID6,34.4752858,-120.14122,SpecCond,California,,Arroyo Hondo Creek,20001112,20180728,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,5%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,NH4,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,2%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,NO3,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,PO4,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,TDN,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,25%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,TDP,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,30%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,TPC,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,TPN,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,TPP,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,88%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,TSS,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,75%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID7,34.41307303,-119.69499,SpecCond,California,,Mission Creek,20001104,20180501,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,5%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,NH4,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,2%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,NO3,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,PO4,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,TDN,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,25%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,TDP,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,30%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,TPC,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,TPN,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,TPP,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,88%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,TSS,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,75%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID8,34.44072,-119.71244,SpecCond,California,,Mission Creek,20001104,20180605,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,5%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,NH4,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,2%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,NO3,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,PO4,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,TDN,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,25%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,TDP,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,30%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,TPC,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,TPN,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,TPP,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,88%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,TSS,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,75%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID9,34.472,-120.28885,SpecCond,California,,San Onofre Creek,20041013,20100106,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,5%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,NH4,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,2%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,NO3,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,PO4,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,TDN,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,25%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,TDP,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,30%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,TPC,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,TPN,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,TPP,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,88%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,TSS,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,75%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID10,34.46573164,-120.06932,SpecCond,California,,Refugio Creek,20001023,20180607,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,5%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,NH4,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,2%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,NO3,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,PO4,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,TDN,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,25%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,TDP,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,30%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,TPC,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,TPN,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,TPP,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,88%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,TSS,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,75%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID11,34.45761111,-119.69222,SpecCond,California,,Rattlesnake Creek,20010421,20180529,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,5%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID12,34.44861,-119.84028,NH4,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,2%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID12,34.44861,-119.84028,NO3,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID12,34.44861,-119.84028,PO4,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,1%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID12,34.44861,-119.84028,TDN,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,25%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID12,34.44861,-119.84028,TDP,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,30%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID12,34.44861,-119.84028,TPC,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID12,34.44861,-119.84028,TPN,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,85%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID12,34.44861,-119.84028,TPP,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,88%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
ID12,34.44861,-119.84028,TSS,California,,San Pedro Creek,20080108,20140219,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,Y,,,,Every two weeks during dry season (May - October); weekly during rainy season (November - April); hourly during rising limb of hydrograph during storms; every couple of hours as flow subsides after storms,75%,https://sbclter.msi.ucsb.edu/data/catalog/package/?package=knb-lter-sbc.6,
