"","usgs_site","year","start_date","end_date","segment","date","value_std","Flow","quartile","before_count","after_count","fire_period"
"594","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2009-09-15",0.04940860215,970,2,31,13,"Prefire"
"595","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2009-10-26",0.03856989247,890,2,31,13,"Prefire"
"596","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-01-21",0.02003225806,795,2,31,13,"Prefire"
"597","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-03-30",0.0571827957,3630,4,31,13,"Prefire"
"598","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-04-15",0.05662365591,745,1,31,13,"Prefire"
"599","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-06-03",0.03651612903,5370,4,31,13,"Prefire"
"600","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-07-20",0.07870967742,1710,4,31,13,"Prefire"
"601","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-08-31",0.07277419355,1210,3,31,13,"Prefire"
"602","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-09-28",0.09668817204,766,2,31,13,"Prefire"
"603","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-10-26",0.05852688172,812,2,31,13,"Prefire"
"604","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-11-22",0.07609677419,795,2,31,13,"Prefire"
"605","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2010-12-14",0.08458064516,787,2,31,13,"Prefire"
"606","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-01-19",0.05740860215,797,2,31,13,"Prefire"
"607","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-02-18",0.05811827957,800,2,31,13,"Prefire"
"608","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-03-23",0.1047634409,821,2,31,13,"Prefire"
"609","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-04-26",0.04862365591,1250,3,31,13,"Prefire"
"610","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-06-16",0.02137634409,5700,4,31,13,"Prefire"
"611","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-07-28",0.05662365591,4180,4,31,13,"Prefire"
"612","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-08-12",0.09795698925,1740,4,31,13,"Prefire"
"613","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-09-07",0.04743010753,1100,3,31,13,"Prefire"
"614","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-10-24",0.1559247312,962,2,31,13,"Prefire"
"615","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-11-17",0.1604731183,949,2,31,13,"Prefire"
"616","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2011-12-15",0.145688172,933,2,31,13,"Prefire"
"617","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2012-01-24",0.1532150538,874,2,31,13,"Prefire"
"618","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2012-02-02",0.1217526882,955,2,31,13,"Prefire"
"619","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2012-03-13",0.1477634409,956,2,31,13,"Prefire"
"620","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2012-04-10",0.043,1090,3,31,13,"Prefire"
"621","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2012-05-22",0.057,1170,3,31,13,"Prefire"
"622","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2012-06-08",0.04027956989,1200,3,31,13,"Prefire"
"623","USGS-06259000",2012,"2012-08-09","2012-08-09","before","2012-07-26",0.1109892473,1100,3,31,13,"Prefire"
"624","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1993-09-07",0.5696774194,1340,3,12,13,"Prefire"
"625","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1993-11-25",0.273655914,1220,3,12,13,"Prefire"
"626","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1994-03-22",0.186655914,980,2,12,13,"Prefire"
"627","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1994-06-13",0.7234408602,1050,2,12,13,"Prefire"
"628","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1994-08-23",0.9866666667,571,1,12,13,"Prefire"
"629","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1994-10-25",0.3097849462,1130,2,12,13,"Prefire"
"630","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1995-03-28",0.3797849462,871,2,12,13,"Prefire"
"631","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1995-06-20",0.1599569892,9610,4,12,13,"Prefire"
"632","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1995-09-27",0.2199784946,1780,4,12,13,"Prefire"
"633","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1995-10-30",0.1499784946,1510,3,12,13,"Prefire"
"634","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1996-03-26",0.2896774194,1500,3,12,13,"Prefire"
"635","USGS-06274300",1996,"1996-07-03","1996-08-25","before","1996-06-25",0.3235483871,3090,4,12,13,"Prefire"
"636","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-01-20",0.2817526882,1880,3,26,20,"Prefire"
"637","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-02-25",0.2329462366,1840,3,26,20,"Prefire"
"638","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-03-15",0.14,3020,4,26,20,"Prefire"
"639","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-04-13",0.1506129032,1400,2,26,20,"Prefire"
"640","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-04-27",0.6675376344,1670,3,26,20,"Prefire"
"641","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-05-01",0.6287419355,5400,4,26,20,"Prefire"
"642","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-05-11",0.6504408602,6050,4,26,20,"Prefire"
"643","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-06-23",0.6594516129,10800,4,26,20,"Prefire"
"644","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-07-01",0.3878709677,6580,4,26,20,"Prefire"
"645","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-07-08",0.1979677419,6880,4,26,20,"Prefire"
"646","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-07-28",0.5090215054,1940,3,26,20,"Prefire"
"647","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-08-05",0.3487419355,2590,4,26,20,"Prefire"
"648","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-08-17",0.4415268817,2090,3,26,20,"Prefire"
"649","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-09-02",0.486827957,2100,3,26,20,"Prefire"
"650","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-09-14",0.267483871,2770,4,26,20,"Prefire"
"651","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-09-21",0.1899677419,2340,4,26,20,"Prefire"
"652","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-10-26",0.1299462366,1760,3,26,20,"Prefire"
"653","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-11-29",0.2796666667,1720,3,26,20,"Prefire"
"654","USGS-06279500",2000,"2000-07-09","2000-08-07","before","1999-12-21",0.2315268817,1660,3,26,20,"Prefire"
"655","USGS-06279500",2000,"2000-07-09","2000-08-07","before","2000-01-26",0.337483871,1500,3,26,20,"Prefire"
"656","USGS-06279500",2000,"2000-07-09","2000-08-07","before","2000-02-28",0.2990215054,1520,3,26,20,"Prefire"
"657","USGS-06279500",2000,"2000-07-09","2000-08-07","before","2000-03-21",0.1893333333,1300,2,26,20,"Prefire"
"658","USGS-06279500",2000,"2000-07-09","2000-08-07","before","2000-04-20",0.4159032258,942,1,26,20,"Prefire"
"659","USGS-06279500",2000,"2000-07-09","2000-08-07","before","2000-05-09",0.5806021505,1930,3,26,20,"Prefire"
"660","USGS-06279500",2000,"2000-07-09","2000-08-07","before","2000-05-19",1.076021505,2770,4,26,20,"Prefire"
"661","USGS-06279500",2000,"2000-07-09","2000-08-07","before","2000-06-20",0.6317526882,1570,3,26,20,"Prefire"
"662","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2013-01-18",0.07170967742,11.3,1,16,14,"Prefire"
"663","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2013-02-27",0.06239784946,26,2,16,14,"Prefire"
"664","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2013-03-26",0.08209677419,61.3,3,16,14,"Prefire"
"665","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2013-12-17",0.1555591398,15.4,1,16,14,"Prefire"
"666","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2014-01-22",0.1227204301,40.1,2,16,14,"Prefire"
"667","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2014-03-25",0.176,136,3,16,14,"Prefire"
"668","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2014-05-20",0.05212903226,860,4,16,14,"Prefire"
"669","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2014-06-24",0.04103225806,573,4,16,14,"Prefire"
"670","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2014-08-27",0.04013978495,56.3,3,16,14,"Prefire"
"671","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2014-11-24",0.0918172043,76.1,3,16,14,"Prefire"
"672","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2014-12-18",0.1630107527,59.9,3,16,14,"Prefire"
"673","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2015-01-26",0.09721505376,51,3,16,14,"Prefire"
"674","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2015-02-18",0.1592473118,107,3,16,14,"Prefire"
"675","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2015-04-29",0.0498172043,275,4,16,14,"Prefire"
"676","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2015-05-20",0.05801075269,514,4,16,14,"Prefire"
"677","USGS-06635000",2015,"2015-10-01","2015-10-01","before","2015-06-11",0.04587096774,1120,4,16,14,"Prefire"
"678","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2008-10-23",1.069354839,30.8,3,20,42,"Prefire"
"679","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2008-11-18",1.398494624,24.5,3,20,42,"Prefire"
"680","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2008-12-10",0.9743225806,37.8,3,20,42,"Prefire"
"681","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-01-20",1.024301075,31.1,3,20,42,"Prefire"
"682","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-02-05",0.9868387097,29.2,3,20,42,"Prefire"
"683","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-03-03",0.9150860215,32.5,3,20,42,"Prefire"
"684","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-04-07",0.7033333333,38.4,3,20,42,"Prefire"
"685","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-05-04",0.7807634409,47.2,4,20,42,"Prefire"
"686","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-05-11",0.6781397849,63.6,4,20,42,"Prefire"
"687","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-05-18",0.8620215054,38.6,3,20,42,"Prefire"
"688","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-06-08",0.286172043,120,4,20,42,"Prefire"
"689","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-06-17",0.6849784946,70.8,4,20,42,"Prefire"
"690","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-08-26",1.618172043,32,3,20,42,"Prefire"
"691","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2009-09-01",1.273010753,31,3,20,42,"Prefire"
"692","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2010-10-14",1.733225806,21.6,2,20,42,"Prefire"
"693","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2010-11-08",1.823333333,20.2,2,20,42,"Prefire"
"694","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2010-12-08",1.194086022,27.9,3,20,42,"Prefire"
"695","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2011-01-18",1.028387097,38.3,3,20,42,"Prefire"
"696","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2011-02-14",1.093548387,49.3,4,20,42,"Prefire"
"697","USGS-06713500",2011,"2011-03-24","2011-03-24","before","2011-03-03",0.8246451613,42,4,20,42,"Prefire"
"698","USGS-07103990",2013,"2013-06-11","2013-06-11","before","2010-06-24",3.72,3.7,2,7,3,"Prefire"
"699","USGS-07103990",2013,"2013-06-11","2013-06-11","before","2010-07-20",0.93,30.7,4,7,3,"Prefire"
"700","USGS-07103990",2013,"2013-06-11","2013-06-11","before","2011-07-06",0.69,39.1,4,7,3,"Prefire"
"701","USGS-07103990",2013,"2013-06-11","2013-06-11","before","2011-07-11",2.54,3.53,2,7,3,"Prefire"
"702","USGS-07103990",2013,"2013-06-11","2013-06-11","before","2012-06-06",0.705,153,4,7,3,"Prefire"
"703","USGS-07103990",2013,"2013-06-11","2013-06-11","before","2012-07-17",2.81,4.92,3,7,3,"Prefire"
"704","USGS-07103990",2013,"2013-06-11","2013-06-11","before","2012-10-17",3.68,3.5,1,7,3,"Prefire"
"705","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1991-05-08",0.2401075269,9.5,3,12,7,"Prefire"
"706","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1991-07-16",0.1199677419,9.4,3,12,7,"Prefire"
"707","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1991-11-19",4.224086022,15,4,12,7,"Prefire"
"708","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1992-01-22",0.09196774194,4,2,12,7,"Prefire"
"709","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1992-03-17",0.3033333333,4.8,2,12,7,"Prefire"
"710","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1992-05-05",0.077,5.1,2,12,7,"Prefire"
"711","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1992-08-04",0.6530107527,3.9,2,12,7,"Prefire"
"712","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1992-11-17",2.073225806,6.8,3,12,7,"Prefire"
"713","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1993-05-11",0.4902150538,5.3,2,12,7,"Prefire"
"714","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1993-07-20",0.9464516129,186,4,12,7,"Prefire"
"715","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1993-08-03",0.5730107527,894,4,12,7,"Prefire"
"716","USGS-07297910",1994,"1994-01-05","1994-01-05","before","1993-11-17",3.411505376,11,3,12,7,"Prefire"
"717","USGS-07311783",2011,"2011-05-07","2011-05-07","before","2009-07-30",0.05266666667,0.04,2,9,2,"Prefire"
"718","USGS-07311783",2011,"2011-05-07","2011-05-07","before","2009-12-14",0.01988172043,0.2,3,9,2,"Prefire"
"719","USGS-07311783",2011,"2011-05-07","2011-05-07","before","2010-01-13",0.3000537634,0.02,1,9,2,"Prefire"
"720","USGS-07311783",2011,"2011-05-07","2011-05-07","before","2010-02-16",0.02074193548,0.02,1,9,2,"Prefire"
"721","USGS-07311783",2011,"2011-05-07","2011-05-07","before","2010-04-20",0.08475268817,11.2,4,9,2,"Prefire"
"722","USGS-07311783",2011,"2011-05-07","2011-05-07","before","2010-07-28",0.03588172043,0.34,3,9,2,"Prefire"
"723","USGS-07311783",2011,"2011-05-07","2011-05-07","before","2010-08-25",0.01670967742,0.47,3,9,2,"Prefire"
"724","USGS-07311783",2011,"2011-05-07","2011-05-07","before","2010-10-26",0.01782795699,0.79,4,9,2,"Prefire"
"725","USGS-07311800",2011,"2011-05-07","2011-05-07","before","2009-09-14",0.1161612903,118,4,8,3,"Prefire"
"726","USGS-07311800",2011,"2011-05-07","2011-05-07","before","2010-01-05",0.03135483871,3.18,2,8,3,"Prefire"
"727","USGS-07311800",2011,"2011-05-07","2011-05-07","before","2010-02-25",0.062,15.3,4,8,3,"Prefire"
"728","USGS-07311800",2011,"2011-05-07","2011-05-07","before","2010-04-13",0.02668817204,3.73,2,8,3,"Prefire"
"729","USGS-07311800",2011,"2011-05-07","2011-05-07","before","2010-05-25",0.03135483871,10.9,3,8,3,"Prefire"
"730","USGS-07311800",2011,"2011-05-07","2011-05-07","before","2010-08-10",0.06738709677,4.79,3,8,3,"Prefire"
"731","USGS-07311800",2011,"2011-05-07","2011-05-07","before","2010-10-19",0.2833333333,15.8,4,8,3,"Prefire"
"732","USGS-07311800",2011,"2011-05-07","2011-05-07","before","2010-12-07",0.02066666667,3.27,2,8,3,"Prefire"
"733","USGS-08358300",2009,"2009-04-20","2009-04-20","before","2006-05-23",0.06921505376,53.7,1,9,6,"Prefire"
"734","USGS-08358300",2009,"2009-04-20","2009-04-20","before","2006-08-30",0.1706451613,275,3,9,6,"Prefire"
"735","USGS-08358300",2009,"2009-04-20","2009-04-20","before","2006-11-14",0.0485483871,188,2,9,6,"Prefire"
"736","USGS-08358300",2009,"2009-04-20","2009-04-20","before","2007-05-23",0.1178387097,381,4,9,6,"Prefire"
"737","USGS-08358300",2009,"2009-04-20","2009-04-20","before","2007-08-28",0.2990215054,163,2,9,6,"Prefire"
"738","USGS-08358300",2009,"2009-04-20","2009-04-20","before","2007-12-04",0.07523655914,157,2,9,6,"Prefire"
"739","USGS-08358300",2009,"2009-04-20","2009-04-20","before","2008-02-12",0.02059139785,194,2,9,6,"Prefire"
"740","USGS-08358300",2009,"2009-04-20","2009-04-20","before","2008-11-18",0.06809677419,148,2,9,6,"Prefire"
"741","USGS-08358300",2009,"2009-04-20","2009-04-20","before","2009-02-10",0.05187096774,191,2,9,6,"Prefire"
"742","USGS-08383500",2000,"2000-05-29","2000-08-06","before","1998-04-23",0.02003225806,78,2,4,1,"Prefire"
"743","USGS-08383500",2000,"2000-05-29","2000-08-06","before","1999-07-01",0.21,654,4,4,1,"Prefire"
"744","USGS-08383500",2000,"2000-05-29","2000-08-06","before","1999-12-13",0.03001075269,89,3,4,1,"Prefire"
"745","USGS-08383500",2000,"2000-05-29","2000-08-06","before","2000-01-04",0.02003225806,98,4,4,1,"Prefire"
"746","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1991-09-11",0.2397849462,1530,4,11,8,"Prefire"
"747","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1991-11-27",0.1700107527,40,3,11,8,"Prefire"
"748","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1992-03-24",0.1799892473,65,3,11,8,"Prefire"
"749","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1992-06-04",0.077,740,4,11,8,"Prefire"
"750","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1992-09-01",0.2199784946,137,4,11,8,"Prefire"
"751","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1992-11-18",0.1666236559,27,2,11,8,"Prefire"
"752","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1993-03-09",0.1000107527,21,2,11,8,"Prefire"
"753","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1993-09-07",0.2199784946,188,4,11,8,"Prefire"
"754","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1993-12-28",0.21,19,2,11,8,"Prefire"
"755","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1994-03-08",0.09301075269,573,4,11,8,"Prefire"
"756","USGS-08386000",1994,"1994-06-29","1994-08-18","before","1994-06-15",0.05401075269,389,4,11,8,"Prefire"
"757","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1987-10-29",0.9635483871,95,4,14,14,"Prefire"
"758","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1988-01-04",1.973333333,98,4,14,14,"Prefire"
"759","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1988-02-26",1.173548387,96,4,14,14,"Prefire"
"760","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1988-05-02",0.3398924731,60,3,14,14,"Prefire"
"761","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1988-06-29",0.6734408602,97,4,14,14,"Prefire"
"762","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1988-08-31",0.7464516129,103,4,14,14,"Prefire"
"763","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1988-10-27",0.7535483871,73,3,14,14,"Prefire"
"764","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1988-12-30",1.579784946,86,4,14,14,"Prefire"
"765","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1989-02-28",0.8630107527,79,4,14,14,"Prefire"
"766","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1989-09-01",0.1699569892,44,2,14,14,"Prefire"
"767","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1989-10-31",0.3498924731,56,3,14,14,"Prefire"
"768","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1989-12-28",1.973333333,66,3,14,14,"Prefire"
"769","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1990-02-28",0.5733333333,50,2,14,14,"Prefire"
"770","USGS-08407500",1990,"1990-05-13","1990-06-28","before","1990-04-26",0.2466451613,25,1,14,14,"Prefire"
"771","USGS-08480595",1998,"1998-06-25","1998-06-25","before","1996-05-01",0.04996774194,0.36,3,4,2,"Prefire"
"772","USGS-08480595",1998,"1998-06-25","1998-06-25","before","1996-07-30",0.1199677419,6.4,4,4,2,"Prefire"
"773","USGS-08480595",1998,"1998-06-25","1998-06-25","before","1997-05-21",0.7147526882,9.3,4,4,2,"Prefire"
"774","USGS-08480595",1998,"1998-06-25","1998-06-25","before","1997-08-06",0.1106236559,0.2,2,4,2,"Prefire"
"775","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2009-08-18",0.02668817204,1510,4,16,4,"Prefire"
"776","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2009-10-28",0.02201075269,928,2,16,4,"Prefire"
"777","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2009-11-05",0.02003225806,975,2,16,4,"Prefire"
"778","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2009-12-22",0.02668817204,1000,2,16,4,"Prefire"
"779","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2010-01-29",0.02066666667,1010,2,16,4,"Prefire"
"780","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2010-02-26",0.04267741935,980,2,16,4,"Prefire"
"781","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2010-03-31",0.02264516129,759,1,16,4,"Prefire"
"782","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2010-09-17",0.01995698925,961,2,16,4,"Prefire"
"783","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2010-11-16",0.02661290323,875,2,16,4,"Prefire"
"784","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2011-02-04",0.04133333333,910,2,16,4,"Prefire"
"785","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2011-03-30",0.03998924731,1290,3,16,4,"Prefire"
"786","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2011-04-20",0.03793548387,1540,4,16,4,"Prefire"
"787","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2011-05-17",0.02122580645,2240,4,16,4,"Prefire"
"788","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2011-07-28",0.02930107527,3680,4,16,4,"Prefire"
"789","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2011-08-10",0.02803225806,1430,4,16,4,"Prefire"
"790","USGS-09217000",2012,"2012-06-24","2012-06-24","before","2011-11-17",0.04788172043,1120,3,16,4,"Prefire"
"791","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1985-09-11",0.13,35.1,1,25,13,"Prefire"
"792","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1985-10-10",0.14,92.4,2,25,13,"Prefire"
"793","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1985-12-04",0.14,140,3,25,13,"Prefire"
"794","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1986-01-06",0.15,85,2,25,13,"Prefire"
"795","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1986-02-12",0.15,93,2,25,13,"Prefire"
"796","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1986-03-27",0.3,593,4,25,13,"Prefire"
"797","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1986-05-07",0.1,1730,4,25,13,"Prefire"
"798","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1986-06-05",0.1,3610,4,25,13,"Prefire"
"799","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1986-08-05",0.1,270,4,25,13,"Prefire"
"800","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1986-10-29",0.5,237,3,25,13,"Prefire"
"801","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1986-11-25",0.1,218,3,25,13,"Prefire"
"802","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1986-12-17",1,128,3,25,13,"Prefire"
"803","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1987-01-30",1.2,81,2,25,13,"Prefire"
"804","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1987-03-31",0.2,285,4,25,13,"Prefire"
"805","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1987-06-17",0.1,330,4,25,13,"Prefire"
"806","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1987-08-19",0.5,115,3,25,13,"Prefire"
"807","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1987-12-09",0.1,96,2,25,13,"Prefire"
"808","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1988-01-20",0.3,23,1,25,13,"Prefire"
"809","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1988-02-08",0.2,57,2,25,13,"Prefire"
"810","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1988-03-29",0.3,490,4,25,13,"Prefire"
"811","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1988-05-03",0.1,423,4,25,13,"Prefire"
"812","USGS-09224700",1988,"1988-09-09","1988-09-09","before","1988-08-18",0.1,0.16,1,25,13,"Prefire"
"813","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1997-08-06",0.045,1410,2,23,1,"Prefire"
"814","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1997-10-09",0.048,2850,4,23,1,"Prefire"
"815","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1997-11-25",0.059,3320,4,23,1,"Prefire"
"816","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1998-01-07",0.098,2950,4,23,1,"Prefire"
"817","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1998-02-24",0.091,2200,3,23,1,"Prefire"
"818","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1998-04-14",0.064,3130,4,23,1,"Prefire"
"819","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1998-05-19",0.063,3120,4,23,1,"Prefire"
"820","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1998-07-07",0.037,1800,3,23,1,"Prefire"
"821","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1998-08-18",0.053,2370,4,23,1,"Prefire"
"822","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1998-10-13",0.031,2390,4,23,1,"Prefire"
"823","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1998-11-30",0.057,2400,4,23,1,"Prefire"
"824","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1999-01-05",0.101,2420,4,23,1,"Prefire"
"825","USGS-09234500",2000,"2000-07-03","2000-08-12","before","1999-02-16",0.096,2790,4,23,1,"Prefire"
