usgs_site,event_id,segment_intersects,distance,segment,vertex,Euclidean
USGS-08394033,NM3485310410620150313,NA,NA,NA,NA,NA
USGS-08394033,NM3485810491220110401,2,330170.37278715597,2967,14,180805.11602473148
USGS-08394033,NM3487210425920110721,NA,NA,NA,NA,NA
USGS-08394033,NM3494710535420080624,2,376885.3159241649,3499,6,204881.51033452136
USGS-08394033,NM3498410525919880221,1,376920.9922389617,3488,79,206201.84247339726
USGS-08394033,NM3499410446619920319,1,307551.08776501985,3301,11,189927.2816225953
USGS-08394033,NM3499910519320110507,NA,NA,NA,NA,NA
USGS-08394033,NM3511510474220000806,1,343271.58480430837,3425,9,206420.44704688087
USGS-08394033,NM3518210477820060413,1,365771.4341377482,3466,60,214781.7113814141
USGS-08394033,NM3520010461620060718,NA,NA,NA,NA,NA
USGS-08394033,NM3525310486320000211,9,389089.9626114035,3643,29,221414.9476489723
USGS-08394033,NM3530710473420180615,1,396463.97538486024,3659,4,227406.20888418134
USGS-08394033,NM3532810554820211019,2,477601.9537637149,4122,59,250798.9124835553
USGS-08394033,NM3534310555920210409,NA,NA,NA,NA,NA
USGS-08394033,NM3535510485220160406,2,408861.83491387527,3720,12,235509.27324286965
USGS-08394033,NM3535710564020180302,2,487164.34418519906,4203,28,258301.39698198764
USGS-08394033,NM3548910490520160229,NA,NA,NA,NA,NA
USGS-08394033,NM3553410550120210509,NA,NA,NA,NA,NA
USGS-08394033,NM3553810546220150606,2,490876.1567998937,4523,45,271210.24255272804
USGS-08394033,NM3555610510819960606,2,479019.6707438471,4231,6,272048.8464475715
USGS-08394033,NM3570310559420000529,24,514863.07050089876,4484,1,287422.90508180694
USGS-08394033,NM3571510568020130530,7,540647.338927501,84,25,295167.78222812543
USGS-08394033,NM3584910555020020615,4,561710.660406299,4673,12,304463.609050077
USGS-08394033,NM3591110572720130610,4,561513.8600409986,4713,36,312588.1169717435
USGS-08395500,NM3287010548020110509,NA,NA,NA,NA,NA
USGS-08395500,NM3294710505220090304,25,114291.77303306718,601,14,62488.30328849496
USGS-08395500,NM3295010500419930624,6,112891.86387458976,601,29,60870.752062244115
USGS-08395500,NM3304910510820110808,12,132449.0154559226,156,2,68434.01794937723
USGS-08395500,NM3305810489320110506,24,93995.6819145716,403,13,51234.3900266932
USGS-08395500,NM3307110526320110802,8,146317.46975945318,1115,40,80805.5067290868
USGS-08395500,NM3307410442319890426,NA,NA,NA,NA,NA
USGS-08395500,NM3307610556319960221,1,194188.74124450673,1540,7,112443.78491482491
USGS-08395500,NM3308110503119990312,1,120620.41853231372,538,70,64470.688389122566
USGS-08395500,NM3308710446219870730,1,44980.84701956144,244,42,16985.586786854776
USGS-08395500,NM3313310507720110818,8,125571.8145391,538,11,67282.25633712756
USGS-08395500,NM3313910542120060527,7,177916.65160551804,1462,12,101727.06218065639
USGS-08395500,NM3317110540120110628,4,175871.26522818566,1442,5,100381.72023209544
USGS-08395500,NM3318310530520050501,NA,NA,NA,NA,NA
USGS-08395500,NM3319210567219960420,2,250712.72875544353,133,40,123718.00751362412
USGS-08395500,NM3320710540119940124,17,161981.95426531084,1142,6,88573.32487886045
USGS-08395500,NM3321410550219981113,13,187083.03000560074,1521,1,107250.89983018466
USGS-08395500,NM3321910520219950614,2,154936.29311315477,1309,36,84044.47592719617
USGS-08395500,NM3322210500120110807,55,105329.60147203084,547,1,56681.751106490476
USGS-08395500,NM3322510529920060404,5,214185.62602097236,1616,1,92139.918167828
USGS-08395500,NM3323010550020080604,3,195379.02501883174,1541,6,111457.79077971379
USGS-08395500,NM3323310386119940702,NA,NA,NA,NA,NA
USGS-08395500,NM3323910448720090306,NA,NA,NA,NA,NA
USGS-08395500,NM3324310535220090515,8,217014.99796810796,1680,22,97395.9814464709
USGS-08395500,NM3326010512119950623,6,140311.93938970438,1183,18,77816.22220574645
USGS-08395500,NM3326210449819881226,NA,NA,NA,NA,NA
USGS-08395500,NM3326210493519940702,12,115059.76029841031,549,4,61097.58185660055
USGS-08395500,NM3326310509319890419,6,135806.747441972,1184,43,74563.20432015098
USGS-08395500,NM3326510554820110112,2,205614.26137844461,1618,42,117392.44478504585
USGS-08395500,NM3328910506920080618,19,135522.34565433397,1138,2,73007.15952161356
USGS-08395500,NM3329110544820020323,21,206446.79935061754,1708,43,99309.78681323593
USGS-08395500,NM3330110523720110628,79,148283.7224229763,991,17,80827.51462376254
USGS-08395500,NM3330710437220000517,10,55109.66596058468,360,10,34201.37535937635
USGS-08395500,NM3333310563620110403,6,218817.54970750623,2065,53,117815.92164933652
USGS-08395500,NM3337110498020080316,5,150001.42173371842,1003,11,72946.9002266718
USGS-08395500,NM3338210407819890610,NA,NA,NA,NA,NA
USGS-08395500,NM3338410559720000507,3,223603.7628116944,2017,208,122906.33379624259
USGS-08395500,NM3340210515120090615,10,166541.21505802099,1358,72,85150.02321680447
USGS-08395500,NM3340210587120210426,5,261788.16221752355,2573,18,145906.85546951843
USGS-08395500,NM3340510523019940218,4,191496.73757129413,1593,14,94935.62284089478
USGS-08395500,NM3341310481020000424,3,124715.73524865012,40,21,62836.87190220481
USGS-08395500,NM3341910582920120604,43,236909.67053403714,2218,5,132181.17812721786
USGS-08395500,NM3342610506820110601,9,157637.80696474496,1270,48,83801.1539511592
USGS-08395500,NM3344210481819880514,11,120665.06253257843,816,119,64827.86367903645
USGS-08395500,NM3344310371019940218,NA,NA,NA,NA,NA
USGS-08395500,NM3345810511220100623,3,161378.13985620262,1327,1,87522.94158105506
USGS-08395500,NM3347610438720050318,17,81336.17308395437,141,2,52075.24202487629
USGS-08395500,NM3347810422919930616,NA,NA,NA,NA,NA
USGS-08395500,NM3348610384920000601,NA,NA,NA,NA,NA
USGS-08395500,NM3349010439120070317,14,74653.07429151743,584,5,47957.09501247956
USGS-08395500,NM3349510445920000328,2,88654.37367026354,997,1,56844.83276320895
USGS-08395500,NM3351710487719940702,3,169031.51669146222,2199,5,76539.21311296623
USGS-08395500,NM3353010381320090610,NA,NA,NA,NA,NA
USGS-08395500,NM3353810386120170221,NA,NA,NA,NA,NA
USGS-08395500,NM3353810550319990114,9,225010.76973870693,1965,1,123618.76752478862
USGS-08395500,NM3355410509020160724,3,155824.5870197735,1354,62,89947.94027919944
USGS-08395500,NM3356310379519890312,NA,NA,NA,NA,NA
USGS-08395500,NM3358010413020080522,NA,NA,NA,NA,NA
USGS-08395500,NM3358010526419940630,1,196693.64287781052,1821,17,107856.86731152513
USGS-08395500,NM3358510552620180412,4,232666.13076904675,2182,95,127924.14116400099
USGS-08395500,NM3359610441719980505,22,100122.2181851212,1250,17,64769.07431582008
USGS-08395500,NM3359610442719940414,14,102985.52356897357,1324,25,66644.89598717108
USGS-08395500,NM3361010535120040515,64,182632.3574991058,1667,18,104449.69007497524
USGS-08395500,NM3361110421520080314,NA,NA,NA,NA,NA
USGS-08395500,NM3361210436119940702,5,104060.28138030949,1289,43,67534.51436979436
USGS-08395500,NM3361210436119940702,5,104060.28138030949,315,3,67534.51436979436
USGS-08395500,NM3361910489619990821,7,165711.85028578172,2303,15,85674.37279714816
USGS-08395500,NM3362410524420190619,19,220407.08230327247,2839,41,107831.95775966885
USGS-08395500,NM3364310494920110221,7,176621.0526129695,97,27,89107.8373501015
USGS-08395500,NM3364510435020070205,16,105292.03969808648,1288,12,68715.18974789522
USGS-08395500,NM3366710562920200804,3,280430.5439814624,3285,5,140527.7965087569
USGS-08395500,NM3366810474919940702,9,149492.95537059614,1849,10,82964.1846226103
USGS-08395500,NM3367010433019880325,18,112739.0019107223,1405,4,72129.82271927813
USGS-08395500,NM3367510467019940702,9,139832.84619592148,1733,21,80470.81133028699
USGS-08395500,NM3367710436419980331,1,114987.71818548562,1416,42,75851.08944030253
USGS-08395500,NM3368210446020000308,NA,NA,NA,NA,NA
USGS-08395500,NM3370010486420110601,1,169375.87092529173,2116,8,92697.24092504256
USGS-08395500,NM3371610504919990929,1,194186.07483599626,2664,22,103537.43035725252
USGS-08395500,NM3371710553319930616,1,271927.95804617583,3235,24,136951.0667917997
USGS-08395500,NM3373110566319940629,8,283044.3444893518,3342,26,146765.1407995812
USGS-08395500,NM3375910483320110720,3,181143.42957398857,2570,5,97339.64454281033
USGS-08395500,NM3376710554819890523,2,270718.9586700084,3188,25,140403.40813678975
USGS-08395500,NM3378610518819940418,2,222765.3351736702,2941,38,118057.69496627906
USGS-08395500,NM3379210504119950515,5,199318.9206149596,2529,51,107081.38232291603
USGS-08395500,NM3379610486320060518,2,180757.82620488163,2745,26,101591.53539123911
USGS-08395500,NM3382110546320090515,5,244922.94567778977,3027,21,131769.68423972334
USGS-08395500,NM3382210542220080626,5,247308.77244962606,3027,5,131064.61192787906
USGS-08395500,NM3382410486419980505,23,176261.19432277186,2600,1,104000.01806265567
USGS-08395500,NM3382410486419980505,23,176261.19432277186,2648,40,104000.01806265567
USGS-08395500,NM3383510479120070315,7,168824.75871226905,2487,8,102723.01228485758
USGS-08395500,NM3385110472520000209,7,161697.63881940726,1555,68,101359.78645955185
USGS-08395500,NM3385310529920080407,6,211924.544620115,2940,19,119263.20168241905
USGS-08395500,NM3385710487919940806,5,183116.17697903002,2742,12,107654.88513541101
USGS-08395500,NM3389410554720090716,NA,NA,NA,NA,NA
USGS-08395500,NM3391210515920080315,4,215524.9500302517,3108,8,127099.11804705656
USGS-08395500,NM3391210548419930525,2,260313.4895057245,3058,19,147374.90560263378
USGS-08395500,NM3391710415019950605,NA,NA,NA,NA,NA
USGS-08395500,NM3392010536819960613,1,246416.83670368922,3026,40,140153.35356851888
USGS-08395500,NM3392610528320090515,7,234609.22878483316,2967,13,133060.8085889846
USGS-08395500,NM3395410483920090618,1,189997.00537006964,2643,9,115321.4485416156
USGS-08395500,NM3395710531019930329,NA,NA,NA,NA,NA
USGS-08395500,NM3395910460319900628,NA,NA,NA,NA,NA
USGS-08395500,NM3397510539020060518,2,247797.35883439743,3254,4,143766.80610404804
USGS-08395500,NM3401510542519940701,1,263336.73161710316,3335,23,151259.012208967
USGS-08395500,NM3405710474419980326,6,218401.07297118322,108,9,123661.65472044965
USGS-08395500,NM3408810440520110416,NA,NA,NA,NA,NA
USGS-08395500,NM3409310479420110527,1,226503.37061834254,3270,27,130818.90649842472
USGS-08395500,NM3410910475620110627,8,221811.47184881056,3171,3,127517.90984274007
USGS-08395500,NM3419810574419960312,1,315141.919444629,3522,49,185230.52381204008
USGS-08395500,NM3420410576620010421,1,318542.0727573587,3522,17,188118.4416445789
USGS-08395500,NM3425010566719940418,1,313096.2491972811,3514,14,185980.31548828993
USGS-08395500,NM3425610422820060423,8,209850.77313758,3406,5,137776.64640516342
USGS-08395500,NM3425910436319890310,6,210078.27905369137,3324,14,137295.09351993728
USGS-08395500,NM3435410460419910326,NA,NA,NA,NA,NA
USGS-08395500,NM3436110411620110711,NA,NA,NA,NA,NA
USGS-08395500,NM3436510390420060422,NA,NA,NA,NA,NA
USGS-08395500,NM3437710409320110810,NA,NA,NA,NA,NA
USGS-08395500,NM3441610491620060415,1,280871.3419594809,3663,36,163435.97802968117
USGS-08395500,NM3442710449919920221,4,240083.75799588364,3589,6,150746.65890430877
USGS-08395500,NM3444110416719930315,4,235240.72281218105,3541,29,153790.29123858368
USGS-08395500,NM3444410434820000217,27,252924.25397027304,3651,2,155785.98925396948
USGS-08395500,NM3444710387920110410,NA,NA,NA,NA,NA
USGS-08395500,NM3450010404519940818,3,268197.68943164585,3769,4,169693.67150614044
USGS-08395500,NM3454310482319900625,NA,NA,NA,NA,NA
USGS-08395500,NM3460510376020090304,2,301885.4550921103,3874,33,185937.8717938278
USGS-08395500,NM3461110428620110618,8,273965.0358630929,3786,355,179187.20815435503
USGS-08395500,NM3464910402220110412,NA,NA,NA,NA,NA
USGS-08395500,NM3466710390919890131,1,321943.07346349506,3933,37,189628.67530344863
USGS-08395500,NM3468310502120000309,NA,NA,NA,NA,NA
USGS-08395500,NM3473010506520000316,NA,NA,NA,NA,NA
USGS-08395500,NM3476310545920170209,3,440916.2223381609,4312,36,221364.94244630175
USGS-08395500,NM3478310407419990305,1,347896.86458921165,4005,55,199311.1572302772
USGS-08395500,NM3478610492819880222,3,368295.6450107825,4079,41,202280.12742939824
USGS-08395500,NM3485310410620150313,NA,NA,NA,NA,NA
USGS-08395500,NM3485810491220110401,2,380778.33302995464,4105,14,211657.13683159868
USGS-08395500,NM3487210425920110721,NA,NA,NA,NA,NA
USGS-08395500,NM3494710535420080624,2,427493.27616696357,4259,6,234508.86827840016
USGS-08395500,NM3498410525919880221,1,427528.95248176035,4248,79,236170.71143819098
USGS-08395500,NM3499410446619920319,1,358159.0480078185,4043,11,221074.27376163192
USGS-08395500,NM3499910519320110507,NA,NA,NA,NA,NA
USGS-08395500,NM3511510474220000806,1,393879.54504710704,4189,9,237543.93589803213
USGS-08395500,NM3518210477820060413,1,416379.3943805469,4227,60,245897.86855223836
USGS-08395500,NM3520010461620060718,NA,NA,NA,NA,NA
USGS-08395500,NM3525310486320000211,9,439697.92285420216,4404,29,252497.07059292856
USGS-08395500,NM3530710473420180615,1,447071.9356276589,4421,4,258480.8728846459
USGS-08395500,NM3532810554820211019,2,528209.9140065135,4884,59,280381.5751196004
USGS-08395500,NM3534310555920210409,NA,NA,NA,NA,NA
USGS-08395500,NM3535510485220160406,2,459469.79515667394,4477,12,266571.59761006245
USGS-08395500,NM3535710564020180302,2,537772.3044279978,4963,28,287773.5922932939
USGS-08395500,NM3548910490520160229,NA,NA,NA,NA,NA
USGS-08395500,NM3553410550120210509,NA,NA,NA,NA,NA
USGS-08395500,NM3553810546220150606,2,541484.1170426924,5263,45,301267.43516398733
USGS-08395500,NM3555610510819960606,2,529627.6309866458,4990,6,302910.2052524058
USGS-08395500,NM3570310559420000529,24,565471.0307436974,5232,1,317286.1852705325
USGS-08395500,NM3571510568020130530,7,591255.2991702998,5437,25,325013.93237305694
USGS-08395500,NM3584910555020020615,4,612318.6206490978,5464,12,334719.46685223794
USGS-08395500,NM3591110572720130610,4,612121.8202837973,5504,36,342603.1729591593
USGS-08396500,NM3281110462720000526,2,34359.245145758905,295,71,26139.10338437204
USGS-08396500,NM3283410474820110315,7,43137.326114566495,305,30,33156.74541103503
USGS-08396500,NM3287010548020110509,NA,NA,NA,NA,NA
USGS-08396500,NM3294710505220090304,37,89520.7247035134,446,73,63058.22632654101
USGS-08396500,NM3295010500419930624,6,138090.38683961885,1033,29,61396.88127158113
USGS-08396500,NM3302310468219870130,2,55692.321128916155,620,47,35897.92763555926
USGS-08396500,NM3304910510820110808,12,157647.53842095172,1217,2,72064.56610369752
USGS-08396500,NM3305810489320110506,38,93545.75233404017,446,15,56243.00703724057
USGS-08396500,NM3307110526320110802,8,171515.9927244823,1585,40,84638.17207073563
USGS-08396500,NM3307410442319890426,NA,NA,NA,NA,NA
USGS-08396500,NM3307610556319960221,1,219387.26420953582,2029,7,114921.55553169899
USGS-08396500,NM3308110503119990312,1,145818.94149734284,969,70,68420.60003564796
USGS-08396500,NM3308710446219870730,1,70179.36998459054,687,42,30465.461196597986
USGS-08396500,NM3313310507720110818,8,150770.3375041291,969,11,72068.67514826672
USGS-08396500,NM3313910542120060527,7,203115.17457054713,1947,12,105738.71426991656
USGS-08396500,NM3317110540120110628,4,201069.78819321477,1927,5,104209.12672865854
USGS-08396500,NM3318310530520050501,NA,NA,NA,NA,NA
USGS-08396500,NM3319210567219960420,2,275911.2517204726,2927,40,127377.79242619542
USGS-08396500,NM3320710540119940124,17,187180.47723033995,1612,6,93922.48166610098
USGS-08396500,NM3321410550219981113,13,212281.55297062985,2009,1,111548.42052846676
USGS-08396500,NM3321910520219950614,2,180134.81607818388,1797,36,90114.32314183982
USGS-08396500,NM3322210500120110807,55,130528.12443705993,978,1,63444.23602973387
USGS-08396500,NM3322510529920060404,4,239384.14898600147,26,40,98174.35736548225
USGS-08396500,NM3323010550020080604,3,220577.54798386086,2030,6,116412.29919038278
USGS-08396500,NM3323310386119940702,NA,NA,NA,NA,NA
USGS-08396500,NM3323910448720090306,NA,NA,NA,NA,NA
USGS-08396500,NM3324310535220090515,8,242213.52093313704,2159,22,102907.4676674672
USGS-08396500,NM3326010512119950623,6,165510.46235473346,1653,18,85167.23861457921
USGS-08396500,NM3326210449819881226,NA,NA,NA,NA,NA
USGS-08396500,NM3326210493519940702,12,140258.28326343943,980,4,69598.43993258291
USGS-08396500,NM3326310509319890419,6,161005.27040700108,1654,43,82118.70827109687
USGS-08396500,NM3326510554820110112,2,230812.78434347373,2115,42,122235.00690104849
USGS-08396500,NM3328910506920080618,19,160720.8686193631,1608,2,80973.55317161581
USGS-08396500,NM3329110544820020323,21,231645.32231564666,2188,43,105978.71364113808
USGS-08396500,NM3330110523720110628,79,173482.2453880054,1454,17,86834.06781483717
USGS-08396500,NM3330710437220000517,10,80308.18892561378,791,10,50644.46834539086
USGS-08396500,NM3333310563620110403,6,244016.07267253535,2545,53,124868.31191864252
USGS-08396500,NM3337110498020080316,5,175199.9446987475,1469,11,83640.83409872347
USGS-08396500,NM3338210407819890610,NA,NA,NA,NA,NA
USGS-08396500,NM3338410559720000507,3,248802.28577672347,2496,208,130054.35362995585
USGS-08396500,NM3340210515120090615,10,191739.73802305007,1843,72,94108.0501165588
USGS-08396500,NM3340210587120210426,5,286986.68518255267,3032,18,151839.75716486797
USGS-08396500,NM3340510523019940218,4,216695.2605363232,2081,14,103419.9056638888
USGS-08396500,NM3341310481020000424,3,149914.2582136792,1359,21,75562.8977705794
USGS-08396500,NM3341910582920120604,43,262108.19349906626,2697,5,139134.58693757755
USGS-08396500,NM3342610506820110601,9,182836.32992977407,1759,48,94320.69632305182
USGS-08396500,NM3344210481819880514,11,145863.58549760756,401,119,77778.63087495966
USGS-08396500,NM3344310371019940218,NA,NA,NA,NA,NA
USGS-08396500,NM3345810511220100623,3,186576.66282123173,1815,1,98026.16352997778
USGS-08396500,NM3347610438720050318,17,106534.69604898346,1221,2,68496.40531575601
USGS-08396500,NM3347810422919930616,NA,NA,NA,NA,NA
USGS-08396500,NM3348610384920000601,NA,NA,NA,NA,NA
USGS-08396500,NM3349010439120070317,14,99851.59725654652,1015,5,64294.070578617844
USGS-08396500,NM3349510445920000328,2,113852.89663529262,1460,1,72962.45326491627
USGS-08396500,NM3351710487719940702,3,194230.0396564913,2678,5,89532.36948148206
USGS-08396500,NM3353010381320090610,NA,NA,NA,NA,NA
USGS-08396500,NM3353810386120170221,NA,NA,NA,NA,NA
USGS-08396500,NM3353810550319990114,9,250209.29270373602,2448,1,132344.20427262405
USGS-08396500,NM3355410509020160724,3,181023.1099848026,1839,62,101375.32451836852
USGS-08396500,NM3356310379519890312,NA,NA,NA,NA,NA
USGS-08396500,NM3358010413020080522,NA,NA,NA,NA,NA
USGS-08396500,NM3358010526419940630,1,221892.16584283963,2302,17,118283.10161374437
USGS-08396500,NM3358510552620180412,4,257864.65373407584,2661,95,137015.18668560204
USGS-08396500,NM3359610441719980505,22,125320.74115015028,1723,17,81211.39342421733
USGS-08396500,NM3359610442719940414,14,128184.04653400266,1812,25,82953.3297137111
USGS-08396500,NM3361010535120040515,64,207830.8804641349,1825,18,115401.39890412202
USGS-08396500,NM3361110421520080314,NA,NA,NA,NA,NA
USGS-08396500,NM3361210436119940702,5,129258.80434533858,1778,43,84012.0676400037
USGS-08396500,NM3361910489619990821,7,190910.37325081084,2782,15,99237.38360856
USGS-08396500,NM3362410524420190619,19,245605.60526830156,3306,41,118924.53804980713
USGS-08396500,NM3364310494920110221,7,201819.57557799862,2869,27,102184.76612289748
USGS-08396500,NM3364510435020070205,16,130490.56266311556,1777,12,85175.87229211425
USGS-08396500,NM3366710562920200804,3,305629.06694649154,3763,5,149675.92734647353
USGS-08396500,NM3366810474919940702,9,174691.47833562526,2328,10,97795.539422509
USGS-08396500,NM3367010433019880325,18,137937.5248757514,1890,4,88624.69088017664
USGS-08396500,NM3367510467019940702,9,165031.3691609506,2214,21,95822.61727441299
USGS-08396500,NM3367710436419980331,1,140186.24115051472,1902,42,92336.33106940474
USGS-08396500,NM3368210446020000308,NA,NA,NA,NA,NA
USGS-08396500,NM3370010486420110601,1,194574.39389032082,2916,8,106931.11275645332
USGS-08396500,NM3371610504919990929,1,219384.59780102537,3126,22,116501.03127943569
USGS-08396500,NM3371710553319930616,1,297126.48101120495,3708,24,147050.8000193123
USGS-08396500,NM3373110566319940629,8,308242.86745438084,3818,26,156293.80246368938
USGS-08396500,NM3375910483320110720,3,206341.9525390177,3029,5,112006.65555038294
USGS-08396500,NM3376710554819890523,2,295917.4816350375,3241,25,151012.1801849481
USGS-08396500,NM3378610518819940418,2,247963.8581386993,3417,38,130537.90716407991
USGS-08396500,NM3379210504119950515,5,224517.44357998873,2989,51,120411.80795351614
USGS-08396500,NM3379610486320060518,2,205956.34916991074,3207,26,116186.94125797293
USGS-08396500,NM3382110546320090515,5,270121.46864281886,3505,21,143595.48083478335
USGS-08396500,NM3382210542220080626,5,272507.2954146551,3505,5,142562.83336000764
USGS-08396500,NM3382410486419980505,23,201459.71728780097,3059,1,118748.7080368066
USGS-08396500,NM3382410486419980505,23,201459.71728780097,3109,40,118748.7080368066
USGS-08396500,NM3383510479120070315,7,194023.28167729816,2083,8,117677.33032740898
USGS-08396500,NM3385110472520000209,7,186896.16178443638,2832,68,116869.03316371779
USGS-08396500,NM3385310529920080407,6,237123.0675851441,3416,19,132312.66209525094
USGS-08396500,NM3385710487919940806,5,208314.69994405913,3204,12,122302.17490766638
USGS-08396500,NM3389410554720090716,NA,NA,NA,NA,NA
USGS-08396500,NM3391210515920080315,3,240723.4729952808,3595,8,140616.71834797863
USGS-08396500,NM3391210548419930525,2,285512.0124707535,3540,19,158815.19435370946
USGS-08396500,NM3391710415019950605,NA,NA,NA,NA,NA
USGS-08396500,NM3392010536819960613,1,271615.3596687183,3504,40,152504.9264831502
USGS-08396500,NM3392610528320090515,7,259807.75174986228,3443,13,145962.6826248753
USGS-08396500,NM3395410483920090618,1,215195.52833509873,3103,9,130512.09611629182
USGS-08396500,NM3395710531019930329,NA,NA,NA,NA,NA
USGS-08396500,NM3395910460319900628,NA,NA,NA,NA,NA
USGS-08396500,NM3397510539020060518,2,272995.88179942657,3728,4,156542.21748081874
USGS-08396500,NM3401510542519940701,1,288535.2545821323,3812,23,163834.55124368286
USGS-08396500,NM3405710474419980326,6,243599.59593621234,3616,9,139652.08907263816
USGS-08396500,NM3408810440520110416,NA,NA,NA,NA,NA
USGS-08396500,NM3409310479420110527,1,251701.89358337165,3747,27,146488.73232452938
USGS-08396500,NM3410910475620110627,8,247009.99481383964,79,3,143302.59324144572
USGS-08396500,NM3419810574419960312,1,340340.4424096581,4006,49,197264.56446874258
USGS-08396500,NM3420410576620010421,1,343740.59572238784,4006,17,200045.5611950029
USGS-08396500,NM3425010566719940418,1,338294.7721623102,3995,14,198619.83288295698
USGS-08396500,NM3425610422820060423,8,235049.29610260908,3887,5,154274.63350268808
USGS-08396500,NM3425910436319890310,6,235276.80201872045,3802,14,153770.8527704225
USGS-08396500,NM3435410460419910326,NA,NA,NA,NA,NA
USGS-08396500,NM3436110411620110711,NA,NA,NA,NA,NA
USGS-08396500,NM3436510390420060422,NA,NA,NA,NA,NA
USGS-08396500,NM3437710409320110810,NA,NA,NA,NA,NA
USGS-08396500,NM3441610491620060415,1,306069.86492451,4147,36,179269.4342512193
USGS-08396500,NM3442710449919920221,4,265282.2809609127,4074,6,167193.59683828667
USGS-08396500,NM3444110416719930315,4,260439.2457772102,4024,29,170273.09506519695
USGS-08396500,NM3444410434820000217,27,278122.7769353021,4135,2,172292.0010741215
USGS-08396500,NM3444710387920110410,NA,NA,NA,NA,NA
USGS-08396500,NM3450010404519940818,3,293396.2123966749,4252,4,185930.4980998435
USGS-08396500,NM3454310482319900625,NA,NA,NA,NA,NA
USGS-08396500,NM3460510376020090304,2,327083.9780571394,4353,33,201960.10961881047
USGS-08396500,NM3461110428620110618,8,299163.558828122,4272,355,195682.37211895463
USGS-08396500,NM3464910402220110412,NA,NA,NA,NA,NA
USGS-08396500,NM3466710390919890131,1,347141.5964285242,4413,37,205877.28144176476
USGS-08396500,NM3468310502120000309,NA,NA,NA,NA,NA
USGS-08396500,NM3473010506520000316,NA,NA,NA,NA,NA
USGS-08396500,NM3476310545920170209,3,466114.74530318996,4794,36,236196.6594025203
USGS-08396500,NM3478310407419990305,1,373095.38755424076,4487,55,215760.86051779913
USGS-08396500,NM3478610492819880222,3,393494.1679758116,4560,41,218407.36413435108
USGS-08396500,NM3485310410620150313,NA,NA,NA,NA,NA
USGS-08396500,NM3485810491220110401,2,405976.8559949837,4586,14,227686.4858667777
USGS-08396500,NM3487210425920110721,NA,NA,NA,NA,NA
USGS-08396500,NM3494710535420080624,2,452691.7991319926,4743,6,249724.69805122315
USGS-08396500,NM3498410525919880221,1,452727.4754467894,4732,79,251592.48212480827
USGS-08396500,NM3499410446619920319,1,383357.5709728476,4524,11,237543.0578260346
USGS-08396500,NM3499910519320110507,NA,NA,NA,NA,NA
USGS-08396500,NM3511510474220000806,1,419078.0680121361,4669,9,253820.82682217113
USGS-08396500,NM3518210477820060413,1,441577.91734557593,4713,60,262164.4846793085
USGS-08396500,NM3520010461620060718,NA,NA,NA,NA,NA
USGS-08396500,NM3525310486320000211,9,464896.4458192312,4887,29,268723.0169192254
USGS-08396500,NM3530710473420180615,1,472270.45859268797,4903,4,274697.87953418604
USGS-08396500,NM3532810554820211019,2,553408.4369715427,5357,59,295533.48220881296
USGS-08396500,NM3534310555920210409,NA,NA,NA,NA,NA
USGS-08396500,NM3535510485220160406,2,484668.318121703,4965,12,282774.3574860119
USGS-08396500,NM3535710564020180302,2,562970.827393027,5438,28,302851.740191368
USGS-08396500,NM3548910490520160229,NA,NA,NA,NA,NA
USGS-08396500,NM3553410550120210509,NA,NA,NA,NA,NA
USGS-08396500,NM3553810546220150606,2,566682.6400077215,5749,45,316706.95285479876
USGS-08396500,NM3555610510819960606,2,554826.1539516749,5467,6,318923.2568086521
USGS-08396500,NM3570310559420000529,24,590669.5537087265,5722,1,332593.1115214541
USGS-08396500,NM3571510568020130530,7,616453.8221353289,5861,25,340306.35462303425
USGS-08396500,NM3584910555020020615,4,637517.143614127,5888,12,350278.5230795259
USGS-08396500,NM3591110572720130610,4,637320.3432488265,5928,36,357981.9757272358
USGS-08397600,NM3269410572119940603,NA,NA,NA,NA,NA
USGS-08397600,NM3276410560520000511,22,56706.297869922884,423,20,36013.04367097083
USGS-08397600,NM3278110553420110628,NA,NA,NA,NA,NA
USGS-08397600,NM3286810557020020508,33,44656.67960090221,56,26,29920.28927848327
USGS-08397600,NM3287010548020110509,80,18875.639982328903,126,17,15460.306290241964
USGS-08397600,NM3292510552519930418,14,38490.01273446008,244,39,27858.861088362788
USGS-08397600,NM3294710505220090304,NA,NA,NA,NA,NA
USGS-08397600,NM3299610542820030509,10,29644.721291102644,175,46,23950.94998316142
USGS-08397600,NM3307610556319960221,1,48836.6448135039,315,17,39805.64132794765
USGS-08397600,NM3311710566719961001,3,58748.689513210455,234,29,51579.58378191272
USGS-08397600,NM3314010570120080501,3,61755.69372287461,7,23,53069.66304903133
USGS-08397620,NM3269410572119940603,NA,NA,NA,NA,NA
USGS-08397620,NM3276410560520000511,22,71546.80636550246,466,20,45071.508493386085
USGS-08397620,NM3278110553420110628,NA,NA,NA,NA,NA
USGS-08397620,NM3286810557020020508,33,59497.18809648178,366,26,39857.38585823079
USGS-08397620,NM3287010548020110509,81,33716.148477908486,176,17,26639.254890223387
USGS-08397620,NM3292510552519930418,14,53330.52123003965,305,39,38891.35471748001
USGS-08397620,NM3294710505220090304,1,13406.088158504757,43,39,9090.673956680277
USGS-08397620,NM3299610542820030509,10,44485.22978668222,226,46,35252.34719605385
